Doctor,Doctor_ID
Christian Olson,DA777B5
Hannah Hayden,DFD412D
Paul Decker,D43A9ED
Cameron Atkins,DB1D7F4
Antonio Taylor,D893FB4
Andrea Escobar Md,D1A57FE
Kendra Wilson,D6A6DB2
Michelle Warren Dvm,DBBDB7C
Bradley Walker,D3F4348
Virginia Waters,D77AB19
Brett Jones,DB2BBFF
Angela Boyer Md,DE4E010
William Ramirez,D01ECB0
Ryan Allen,DFF8AF9
Derek Clark,DA50483
Robert Arroyo,D3E8EA7
Patricia Reed,D823A06
Sydney Holmes,D7308E4
Christina Lawrence,D4ACDB5
Meredith Brown,DD794E6
Jose Schultz,D1FA550
Thomas Solomon,DBEBD47
Deborah Cisneros,D2BB870
Kevin Davis,DD22FFD
Arthur Bailey,D75E9F5
Douglas Moore,D3B35ED
Carrie Brown,D1F8E31
Lisa Mckay,DCB928B
Kyle Robinson,DD45DD8
Monique Miller,DBDD26E
Sharon Campbell,DA013A7
Miss Tammy Robinson Md,D72710B
William Dillon,D6525EA
David Bartlett,D948BC1
Darlene Austin,D2D6243
Mark Williams,D2C9E68
Paula Hall,D92982A
Taylor Townsend Jr.,DDEEAC8
Cynthia Carrillo,D8BDE43
Robert Jackson,D15B353
Jennifer Reese,DDB7E7E
Lauren Greene,D23A6AC
Emily Wood,D28FDD6
John Parsons,D7B93D0
Crystal Sullivan,D22845B
Michael Washington,D85CFB9
Ronald Henderson,DFBE5B5
Loretta Sosa,D4D4C67
Brian Wilson,D582A2D
Lisa Bailey,DEE04A0
Christopher Thomas,DF41F2D
Matthew Lozano,D34E85F
Danielle Boyd,D0A1A63
Brooke Booth,D58ADC5
Curtis Mckay,D2F62BC
Linda Brady,D15A5A1
Mr. Jason Alvarado,DE63273
Rodney Johnson,D09577F
Kimberly Nunez,D4B9D08
Charles Johnson,D6B565D
Tyler Morales,DB339BB
Gerald Miller,DCBCCBD
Michael Friedman,D004608
Adam Hayes,DFCE702
Brian Mendez,DEBC275
James Andersen,D4BEBF7
Michelle Schwartz,D368C4C
Brad Crawford,DCD78F2
Jillian Bauer,DE7691B
Andrew Newton,DAC1B12
John Henderson,D5D85C1
Victor Hood,DF01FEA
Brandon Jones,DFBA3D3
Victor Moore,DB26BCF
Samuel Finley,D3622ED
Joshua Reese,DCAAC12
Jason Martinez,DE66617
Jonathan Monroe,D061F8A
Erik Andrade,D0AB829
Leslie Lewis,D9E75A2
Diane Pratt,D9913AF
Christian Hall,DAD3E3C
Jacob Barton,D541323
Nathan Murphy,D9C6F47
Kristen Barrera,D82EEFA
Matthew Alexander,D59DD39
Andrea Nguyen,D0C3101
Melissa Jensen,D2D0F3C
Tracy Woods,D8F1598
Alvin Young,D743AE1
Andrew Green,D7323A0
Sara Wood Dds,DDA5D52
Carrie Silva,D848E13
Joseph Deleon,D0D0E8F
Carl Hudson,D946556
Brian Hartman,DCEAA7E
Cheryl Morris,D4D299C
Janet Powell,DB12056
Linda Moyer,DF72B49
Joanne Hines,D97E6A0
Jaime Jackson,DE0BF46
Eric Harris,DF208D2
Robert Wood,DAFC2A3
Veronica Washington,D6D574C
Susan Berg,D2BF734
Ethan Bowman,DFAEF2E
Mitchell Marshall,D691C42
Katherine Cooper,D7004E6
Jason Costa,DDC7A6C
Darrell Riley,DF09D6C
Michael Chang,DAD8FFE
Brandon Hart,DE1ABD1
Christopher Phelps,D5CCD58
Laura Wells,D673B8D
Mary Oliver,D1F2E44
Dale Lang,DE97206
Scott Gibson,DCD0B88
Amy Martinez,D574FC5
Alyssa Lawrence,DBC63C8
William Henry,D0ED712
Philip Calhoun,DEEEDFD
Susan Miranda,D3DA8FB
James Farrell,D74B221
Alexis Robbins,D6AB472
James Buchanan,D7D1F07
Mrs. Claire Stark,D972750
Barbara Garner,DDF4FF4
Daniel Allen,D70B28A
Michael Phillips,DECDA12
Barbara Gamble,D3CF1DF
Robert Burns,D976190
Shannon Baker,DC19CE6
Amy Gonzalez,DEE6D4E
Carolyn Valenzuela,D3D5E61
Alex Carroll,D68D80C
John Henderson Dds,DC20F9B
Kenneth Daniel,DF5888B
Bonnie Cook,D63AEFD
James Tyler,D4558B8
Patrick Lopez,DFD4705
Marissa Small,D48052B
Manuel Gonzales,DAA2717
Benjamin Sanchez,D0A8B1C
Tony Lopez,DEA8980
Darren Jacobson,D6CA3E8
Danielle Johnson,DEC99CE
Amanda Bentley,D6A25E1
Deborah Frederick,DD4C369
Jamie Jensen,D2550F6
Julia Mcbride,D2C4E3C
Mitchell Thomas,DD7A0E5
Evan White,D502DB6
Mary Roman,D81F2AB
Jackson Gonzales,D808DA9
Elijah Rivera,DFE5FD2
Sharon Freeman,DD357BF
Alicia Harris,D8DF616
Natalie Elliott,DBCB85D
Lisa Smith,D833FCF
Dr. Ashley Roman,D73B62B
Earl Johnson,DDBD48A
Lori Martinez,D34A2CA
Karl Grant,D16E5D9
Walter Adams,D3D2A40
Matthew Stewart,D765464
Dr. Christopher Ramirez,DEC5F0A
Phillip Brown,D847147
Richard Sanchez,D5AC7FE
William Thompson,D688AA2
Brian Castro,D61DCDD
Keith Gutierrez,D016512
Christine Cline,DDEA636
Donald Dixon,D0DE62C
Mark Smith,DE183D1
James Mccarthy,D9A7E10
Joshua Adams,DC03B50
Annette Williams,D8CB579
Heather Norman,DC28B64
Jill King,DB0D71D
Jacqueline Fry,D70D92E
Frank Williams,DB4EF66
Deanna Wade,DC36178
Stephanie Cox,DC8F11A
Zoe Alexander,DC9776D
Justin Ayala,D29D6B1
Gregory Harvey,D033B42
Rose Malone,DDB03A0
Sara Sutton,D53D6FA
Lee Beck,DB3F3A3
Jerry Hinton,D89496F
Diana Jones,D247CC7
Donna Carr,DCC5D48
Kathleen Wang,D9E9E41
Mrs. Ruth Sheppard,DA4236A
Erika Bright,D68E4D1
Elizabeth Hall,D80C4C8
Connie Hurst,D8646E3
Taylor Pace,DD59B9D
Karen Wolf,D1AC120
Brian George,DF45DFB
Robert Levine,D5BF677
Penny Hill,D76F556
Laura Wheeler,D6009B9
Erik Lambert Dvm,D8E07D1
Sherry Vazquez,D8A0415
Summer Gonzalez,DCCE78F
Ashley Washington,D240161
Meredith King,D696E53
Deborah Yoder,DAF28C5
Jack Hale,DD0266C
Stephanie Suarez,DF07E8F
Raymond Duncan,DA6E2DF
Johnny Nash,DA3ED63
Bryan Hill,D8B2DC8
Anthony Howell,DD2A80A
Sarah Smith,DD0C050
Benjamin Ritter,D72CBAA
Benjamin Turner,D0D571B
Martha Palmer,D39BF86
Thomas Martinez,DCAFDB0
Maureen Mcknight,DBFA86B
Leslie Smith,DFFD07A
Brian Friedman,DB6528B
Shelby Walters,D73F421
Angela Jones,DF00843
Mrs. Mary Brown,D8428BE
Joseph Wallace,D39050A
Danielle Davis,D454F0F
Sherry Williamson,D748B2B
Joseph Brooks,D27F197
Diane Sellers,DF6B095
Mary Armstrong,DE09522
Megan Olson,DB3A1D6
Jennifer Kaiser,D97FA26
Douglas Barnes,DB1FCA9
Terry Gibson,D503988
Glenn Martinez,D3CFE8B
Carla Curtis,D9B2BB6
Jared Henderson,DDD698F
Clarence Harrington,D924C56
Patty Morrison,DF33975
Lori Chapman,DFCDD67
Robert Mata,D23E344
Jesse Wiley,D440265
Sarah Campbell,DF5C8A9
Sharon Adkins,D2D3632
Kristen King,DEB8A22
Allen Salas,DC93EF4
Madison Campos,D42DF07
Victoria Evans,DF0EA3B
Justin Martinez,D32113E
Matthew Sellers,D7F2F7E
Jeffrey Wilson,D0300CA
Stephen Mills,DB52840
Michelle Sanchez,D1AAA6D
Jasmine Hernandez,D22E824
Olivia Martin,D534E84
Jason West,D16AA17
Daniel King,D3290BB
Kelly Fowler,D2513A2
Carol West,DB0F8F5
Kevin Sanford,D90B1E9
Michael Bean,DE8298F
Eric Santiago,DB4EC51
Charles Nixon,D8FE5DA
David Edwards,DA142F4
Steven Bailey,DE98585
Jesse Welch,D1F1524
Sandy Green,D8D4D58
Richard Gonzalez,D65827B
Emily Gross,D5A778F
James Navarro,DA17A9B
Jennifer Mendez,D2933E5
Angela King,D85D8B5
Stephanie Chan,D1DC900
Hector Pena,D474FF5
Chad Kelley,DC20A13
Madison Phillips,DFDD55E
Kevin Maldonado,D17A0BD
Elizabeth Phillips,D409AD0
John Crawford,DE4729C
Laura Jenkins,DEAE5C8
Abigail Salas,DE9D30A
Holly Smith,D10238F
Stacy Knight,D32D6DC
Amber Olsen,DF15D3E
Brooke Hernandez,D38F774
Eric Calderon,D82060E
Matthew Hayes,D895CDB
Karen Robinson,D753BC0
Susan Brandt,D71A258
Jaime Blair,D291EEC
Eddie Hall,DC15557
Jared Leon,D6FD3B8
Craig Cordova,D4E5A9E
Juan Evans,D5D7901
John Butler,D87B0E2
Isaac Cabrera,DE3AA66
Andre Young,DE8EABA
Jennifer Mullins,DAFD150
Kelly Morales,D68E2B8
Lauren Bowman,D2CC2E0
Shawn Townsend,DC162B1
Deanna Riggs,D4A72AD
Shelley Martinez,DC26F2C
Katie Fletcher,DA161BF
Paula Murray,D5A7832
Bradley Smith,DDC8BA3
Brandi Houston,D349960
Roberta Carter,DFB0490
Stephanie Williams,DB363C1
John Macdonald,DA04801
William Matthews,DEFFB77
Andrea Campbell,DCA6DE4
James Clark,DC7CF05
Sandra Brooks,D458B01
Jose Bautista,DE7E18C
Mrs. Stephanie Galvan Md,DD18F35
Brian Drake,D8F56E8
Joseph Grant,D505401
Sandra Murray,DBB4C52
Caitlin Wyatt,D8A9134
Doris Allen,DCF5779
Jamie West,D43E791
Bradley Byrd,DF4D61D
Christina Estrada,DCDFE7A
Susan Wade,D09D48A
John Johns,D3C03B9
Kathryn Jackson,D559DC0
Adam Velez,DB44922
Tiffany Jennings,D39F026
John Mathis,D71B729
Daniel Peters,D206B86
Benjamin Mcconnell,DB4B03A
Savannah Harrell,D778360
Rebecca Evans,D9C1133
Brittany Dixon,D7A1705
Glenda Alexander,DA5C8B6
Bradley Knight,D8B47FA
Jennifer Bailey,D15D326
Teresa Wood,D45976A
Colleen Jimenez,D01F937
Zachary Cuevas,DA22D04
Catherine Nelson,D8A0C88
Rose Meyers,D9E8AB1
Dr. Steven Vasquez,DBD7AE1
Amy Brown,DAC3796
Amy Davenport,D6114DE
Hannah Gray,D8B7617
Miss Sharon Martinez,D25E5AC
Alison Joyce,D95336A
Lisa Colon,DA608F9
Jeffrey Bruce,D9B7285
Dennis French,D2DD231
James Mcguire,DCA7C57
Kari Foster,DC9F784
Amy Palmer,DD6BFDE
Krystal Lindsey,D45C7B5
Kim Miller,D4E3D01
Hannah Wright,DCFECC2
Sean Garcia,DBDF2E7
Jeffrey Miller,DF6304F
Abigail Williams,D81E764
Heidi Juarez,DD84AD9
Tiffany Moore,D18FAB4
David Gross,DD98690
Darlene Shaw,DCA724E
Kevin Jones,DC412C8
Brian Davis,D64BE09
Travis Ross,D06D125
Jerry Jimenez,DFD6C11
Tracy Wells,D6C0DC6
Elizabeth Carter,DF182F9
Michele Haynes,DF8A537
Tyler Weiss,D0ABD56
Lisa Rodriguez,D9C17E2
Alejandra Ruiz,DCA3C7E
Ronald Smith,D75560B
Barry Walker,DDDC188
Morgan Smith,DBDB82E
Yvonne Hernandez,D850ADE
John Gregory,D6C3001
Eduardo Valenzuela,DB5D5E3
Thomas Riley,D36422E
Adam Parker,D0EEB55
Matthew Wallace,D276602
Lisa Garcia,D73BFE1
Willie Smith,D72AA70
Juan Robertson,DE7DD30
Mary Mckay,D415EF6
Tamara Miles,D839B25
Brianna Tucker,D965EAB
Brent Nguyen,D9B33E3
Terry Lopez Md,DA1D106
Kenneth Richardson,D35F414
Krystal Brown,D7CEDFB
George Santiago,D126DAD
Richard Smith,D8FF0E1
Gary Jones,DEDA811
Rachel House,D287B73
Kristi Jones,D7EC2E4
Austin Thompson,D5B6EF6
Theresa Harris,D23D582
Laura Luna,D068E1C
Walter Leon,D483AA3
Terrence James,DB42B0A
Stacy Rodriguez,D421516
Kyle Valdez,DC7A90D
Jack Hicks,DD2C423
Eric Maddox,D4EDC49
Joshua Moran,D2B0D3F
Diana Morales,D0795FC
Terri Baker,DC5354A
Edward Garza,D8F83FE
Patricia Wilson,DA57BE8
Jennifer Sullivan,D90AFCB
Charles Bishop,D25A96F
Brenda Munoz,DC6D5AE
Eugene Cabrera,D50E64E
Rachel Parrish,D2150ED
Laura Harmon,DA0AB41
Tracy Shelton,DCF7D85
Robert Harmon,D7B0729
Chad Nolan,D1E846A
Adrienne Stevens,D598358
Carrie Hernandez,D4CB5FF
Kim Castillo,DBB0B03
Regina Ramirez,DE78092
Scott Burton,D6C2EE5
John Allen,D1E9AA0
Andrea Browning,D38A25E
Randy Robinson,D2E0052
Zoe Avery,D1A3B22
John Taylor,D172565
Loretta Davis,DD199ED
Adam Torres Dds,DE69CB0
Stephanie Harrison,DDFAE28
Michelle Cruz,D2A5BDA
Joan Valenzuela,D27004E
Jason Elliott,D2EDF79
Joshua Anderson,DEA91D1
Natalie Banks,D731AE4
Blake Orr,D8D21E1
Edgar Ryan,D6520EE
Stephanie Vazquez,D39EBDD
Tina Young,D5999E5
Kristin Gilbert,D65D179
Brenda Davis,D559FF0
Felicia Khan,D23E2DD
Keith Henry,D0072D2
David Duran,D2B4712
Aaron Moore,D336BED
Faith Hughes,DDD77B8
Lori Gordon,D3F5F5F
Michael Harvey,D17D766
Nicholas Vaughn,D0D4AB3
Cynthia Rhodes,D1F7A23
Marc Williams,D89FC51
Cameron Tanner,DAC03F0
Kristen Bautista,DACCEC9
Jeffrey Harris,DE23848
Brandon Brown,D6FE1E3
Terry Mejia,D2FFF07
Ronald Snyder,D187D0B
Matthew Calderon,D951D48
Allison Jackson,DE483D0
Nichole Carney,DAD6839
Dustin Wilson,D568685
Ana Williams,DE14A3B
Brittany Horton,D6BAC0B
Jamie Miller,D2450B6
Timothy Stewart,D3FE852
Mallory Freeman,DC7D2DE
Tiffany Simmons,DF1FE28
Rodney Manning,DFCEBF9
Ronald Lutz,D4EB117
David Pierce,DB71443
Emily Harper,DA11EAB
Lacey Hunter,D29A51B
Thomas Hill,D1CDF61
Sean Thompson,DF3648C
Taylor Bradley,D00EC28
Kimberly Harrison,DBCAF11
Connie Thompson,D9D49CD
Mariah Boyer,D869687
Jesus Smith,DCAFEB5
Sean Curry,D2DEE5D
Bryan Jones,D1AB245
Laura Hodges,DCD5AC5
Joshua Kelly,D407B35
Matthew Manning,DDEFF44
Kimberly Lane Dvm,D7A96AA
Kathleen Strong,D11B91F
Mark Simmons,D07E31F
Mrs. Jasmine Wood,DAB6FBB
Linda Henry,D066102
Leslie Hines,DB78A07
Melissa Lee,DFBDA3D
Leah Simmons,DF648C7
Dr. Ian Bentley,D26AFA2
John Burch,D940436
Sherry Turner,D8A197D
Donald Sherman,DBF9F59
Kevin Ruiz,D011D7F
Scott Contreras,D79AE0B
Lauren Watson,DCA26B3
Kelsey Davis,DE8EBC8
Marc Davidson,D892A5E
Dawn Russell,DA8A8FF
Jennifer Espinoza,DBA63DD
Spencer Gallagher,D47D772
Jeremiah Hughes,DF7DD23
Sarah Salazar,D292F6E
Desiree Wright,DDBA155
Sarah Mason,D7B8034
Joshua Long,DB760A7
Rebecca Thompson,D321AE4
Nicole Brown,D00DA49
Richard Shaw,D7DB81E
Jay Hernandez,DBCCC9E
Kimberly Nielsen,D56A38E
Brittany Macias,DF0F890
Misty Spencer,D92F145
Michael Strickland,D8EFD88
Michael Smith,D55D36B
Jennifer Gibson,D6D0308
Kathryn Rojas Phd,DA9E400
Darryl Weiss,DBC9C49
Jennifer Daniel,DF9066A
Sean Gill,D189847
Amanda Perez,D50FA89
Joann Hunter,DA9FF54
Colleen Wilkins,D15B472
Tammy Hudson,D831046
Sarah Hahn,D606E1C
David Small,D948783
Nichole Lopez,D7F6417
Patricia Smith,D26D131
Lisa Phillips,DDC3571
Anna Brown,D653C77
Brandy Sawyer,D0834A0
David Elliott,DAA9D23
Steven Dawson,DE886BB
Michael Hernandez,D7A2FDF
William Brown,DC9F103
Heather Townsend,DD06D97
Beth Alexander,D032B57
Paige Miller,DCEA1F2
William Turner,D9E90DF
Larry Marquez,DEDBAF6
Charles Keller,D47AD67
Zachary Gilmore,DF14021
Robert Meyers,DEF23FF
Amy Mooney,D0C38A9
Kevin Wu,D67F4FA
Alyssa Blankenship,D762D7B
Catherine Howell,DD07272
Andrew Smith,D8EE967
James Carr,DEE2131
Ronald Barber,D9C3627
Michele Franco,DA5ABA1
Chad Campbell,D0CEF2A
David Brock,DB393FC
Christopher Mcknight,DAD4497
Mr. Daniel Richard,DF7B213
Ana Cooper,D6D48EE
Kaitlyn Carr,D9F2859
Mr. Johnathan Washington,D2C0BEC
George Hogan,DED117D
Christine Gill,DBB8D57
Christopher Garrison,D649E5B
Cynthia Davis,D4F0EC6
Andre Hernandez,D26EA45
Amy Osborn,DFF2088
Emily Harris,D225AD8
Daniel Wong,D0DB1F7
Jane Davis,DF02104
Derrick Arnold,D4F85F9
Heather Lee,D2E01D0
Lisa Peters,D541C84
Amanda Perry,DABECA5
Kayla Leblanc,DC4F74A
John Ferguson,D79D8DA
Alexis Morris,DB421B1
Brent Alexander,DECF86C
Gabrielle Conway,D84A891
Marcia Braun,D1AF6FB
Patrick Green,DF04254
Yvette Thompson,DAA4CFD
David Saunders,D46F5AA
Melinda Lopez,D1B2362
Kevin Shaw,D8D9215
Mary Rose,D95A547
Aaron Ryan,DBC9304
Deborah Austin,DEDF9C4
Mark Mason,D14AC71
Lee Graham,DD07164
Veronica Green,D5F389C
Tammy Steele,DA70E35
Sean Fernandez,D265354
David West,D69CDD8
Anthony Kim,DECA930
Drew Blackwell,D39B497
Dr. Karen Smith,D34FE40
Allen Lee,D26E939
Jordan Grant,DB3BDF8
Dawn Harper,D217339
Desiree Rojas,DFF5F4C
Jasmine Todd,D53E4D7
Mr. Jesse Howard Md,D0C3C23
Diane Morgan,D82075D
David Costa,D42FD25
Jacob Nguyen,D5DF938
Justin Rivers,D7E7136
Katelyn Diaz,DFF6D56
Kathryn Kent,DB1B6CE
Matthew Shannon,D274057
Colleen Sanders,DADDBBD
Donald Cooley,D158663
Rebecca Bennett,DED5BCE
Bruce Keller,DD6B085
Sherri Frazier,D4C295C
Nancy Hudson,DD1A7DB
Robert Leonard,DC43569
Kenneth Ponce,DDF40CB
Anna Keith,D1F7B96
Alice Adkins,D2749DE
Devin Marshall,DD850BA
Sara Butler,DB8921E
Michael Morse,D748B4D
Jeffrey Wood,D0455DB
Brendan Park,DFF92D4
Troy Blackburn Jr.,D60C972
Cindy Cooper,D97BC13
Melissa Holmes,D698A7A
Lauren Rodriguez,D80EF0D
Alexander Lee,DE9A995
Stephanie Lewis,DB40FE3
Adrian Olsen,D9CD040
Karen Hurley,DDB29C2
Kelly Wilson,DD7E9B8
Andrea Walsh,D544387
Karen Green,D6BBB61
Todd Colon,D787B36
Collin Weiss,D4EC988
Shelley Stevens,DFFE9F0
Daniel Torres,DE5B8AA
Samantha Jackson,D6EFA1B
Micheal Stokes,D474C6A
Vanessa Hoover,D42AF98
Susan Solomon,D6615D1
Lisa Lee,D3D80EF
Timothy Benson,D8296BB
Melissa Hansen,DAE4506
Brian Todd,DE4B08A
Tina Johnson,D47FB75
Grace Walker,DD9600D
Melinda Thornton,D9B19E3
Joann Valenzuela,D5C9987
Bradley Dunn,DD83470
Travis Barry,D1AAF11
Glenn Thomas,D7CA678
Mrs. Emma Johnson,DDF0614
Alexandra Garcia,D0B0CD5
David Tate,D40823A
Ian Carroll,D60A35E
Jeffrey Hodges,D71DE84
Cody Jefferson,D9B2699
Mr. Dean Guzman Dds,D5854BC
Deborah Jones,D588FD7
Tina Perez,DA4C5C0
Diane Flores,D6ADE28
Rachel Simmons,D7AC8A6
Anthony Holmes,DAAE1F9
John Guzman,D4B04A5
James Gilmore,D9F1273
Amy Daniels,D23B278
Jacob Reid,D3176B6
Julie Morgan,D8CA909
Grace Henson,D0ED8A6
Edwin Terrell,DE40619
Angela Ortega,DE082DF
Joshua Ayers,DE50697
Amanda Gutierrez,D098363
Lori Fields,D948D5B
Janet Carter,D4CF5A6
Sarah Jennings,D133912
Dylan Gray,D8CBFC0
Caitlin Leon Dds,D59D7C6
Ruth Griffith,D6FA851
Christine Short,D9CF007
Megan Hall,DF50F91
Eileen Delgado,D0C61EB
Peter Graham,DEB375E
Randall Golden,DC761C1
Joy Wiley,D2A6839
Paul Bowman,DCA18AB
Patricia Rodriguez,D53320A
Andrew Wade,D04A8BE
Christopher Combs,DD1B6A7
Pamela Vega,D2452CC
Elizabeth Davis,D5AB3F5
Michael Herrera,D9C5346
Dana Bailey,DA95AA6
Jennifer Collins,D7FF8CD
Crystal Dixon,D7D3EDC
Diane Sutton,D354BF3
Manuel Mcdowell,D799C3F
Jacqueline Thompson,DDAC64D
Laurie Lewis,DAAA829
Emily Holt,DA6EDE8
Tony Baker,D754D00
Melissa Guzman,D021A98
William Padilla,DD0C022
Paige Griffin,D52DF2A
Zachary Stanley,DB9DA59
Cristina Rosales,D495E49
James Ruiz,D51270B
Robert Parsons,D0DD07C
Joseph Long,D3F1AD0
Patty Bullock,D7BB765
Fernando Gamble,D394690
Charles Austin,D184222
Peter Cruz,DCD9D78
Courtney Taylor,D43955F
Brandy Bailey,D939ED4
Felicia Williams,D77AB8C
Henry Waller,DB56168
Alicia Porter,D533880
Samantha Mendoza,D6BB07E
Luis Hale,DA68707
Edward Martinez,D2AAFEA
Veronica Leonard,D105110
Todd Kirby,DF37D83
Courtney Morales,D9188BA
Richard Torres,D3C1045
Daniel Williams,D9D225B
Derek Taylor,DB8BDE1
April Palmer,DA7D333
Keith Wilson,D598630
Jose Powell,D027AD9
Jeffrey Robles,D843BB3
Kristi Jackson,DCF3A01
Mark Newman,D5A1D90
Kim Lee,DF7FD95
Darlene Robertson,D4DD304
Lisa Cowan,D7E1B03
Priscilla Williams,DCFB69B
Ms. Rachel Wilson Dds,DE7D147
Deborah Harris,D061790
Patricia Li Dvm,D64C42A
Timothy Wolfe,D01BC34
Sean Hodges,DFE5467
Andre Morris,DF6A43E
Luke Cohen,D21838D
Sarah Rivas,DC0DA36
Robert Brown,D3A466B
Mrs. Rebecca Blair,D89340E
Troy Ross,D6D54FA
Regina Anderson,D7F499D
Erin Ortega,D029772
Dustin Barker,DCB3027
Rachel Clark,D90EE63
Megan Adams,DE7993D
Diana Ross,DAD95AE
Michael Bell,D1FAFAB
Karen Salazar,D8FDF17
Darlene Mooney,DFFA74C
Judith Maxwell,DDA81E1
Jeffrey Olson,D2D69CB
Brad Pollard,D751B64
Dana Roth,DCFCCA8
Jackie Jones,D8335A9
April Mcclure,D8084EC
Gregory Thompson,DA3296D
Terri White,DBEC016
Anthony Villegas,D8737D1
Shannon Benson,DD06A06
Gabriela Rodriguez,DAC416E
Jessica Garcia,DC0C089
Christy Mathews,DA17D38
Timothy Ramos,D4DF7EB
Theresa Lynch,D0B4052
Anthony Jackson,DC3C65D
Jordan Smith,DF5628F
Troy Washington,D9D2A10
Kathleen Jimenez,D701968
Mrs. Dawn Fuller,DA7DE62
Scott Mcdaniel,DBAF331
Michael Jennings,D507318
James Howard,D6B8765
Jose Carter,D950EE1
Andrew Nolan,DBF364E
Timothy Stout,D792916
Erica Sampson,D4160CA
Ryan Humphrey,D44184E
Charles Bell,DF95526
Crystal Davis,D6C4C8F
Jasmine Campbell,D0FB8FC
Kathryn Parker,DCE22DD
Thomas Black,D35877E
Joe Russell,DD8F524
Catherine Hansen,D23C334
April Berry,D869B44
Richard Booker,D979FB1
Connor Booker,DE5DBF2
Matthew Thompson,DE3798B
Sharon Howell,D49588E
Jesse Collins,D525CE1
Bryan Copeland,DA6B809
Micheal Bradley,D15A197
Dawn Wallace,DFD3F62
Abigail Solomon,D6B1898
Craig King,D9916C9
Melissa Jones,DC5F6D3
Jorge Torres,D1C0733
Willie Solomon Iii,DBBBF36
Rachel Phillips,D81E935
Daniel Spears,D771A4C
Nicole Gibson Dvm,D098267
Jenna Sanchez,D5730B2
John Sherman,DB36519
Jennifer Gonzalez,DD0E341
Timothy Buck,D0AEB66
Erika Mcconnell Md,DBBC8D6
Keith Robinson,D6A6E14
Michael Kaiser,D8F6D19
Elizabeth Poole,DA742B2
Charles Jones,D798F02
Tonya Cummings,D50B9EB
Jennifer Acosta,DD21514
Larry Turner,D8CD603
Richard Taylor,DA9B70F
Alexis Ramos,D01B375
Wayne Moreno,DE07360
Hannah Anderson,D8FBA56
Jack Todd,DC24D26
Elizabeth Williams,DCAFE33
Christopher Marquez,D140D1D
Amber Mays,D0D2280
Bernard Ross,DB95825
Joel Hunter,D7F63EE
Denise Vega,D61BF0C
Michael Jacobs,D7797F0
Julie Mccormick,D06E042
Brendan Cantrell,D2E12C6
Lisa Ellis,DEB0A36
Christopher Elliott,DC80ED1
James Wilson,D3D8DC8
Travis Mendoza,DC54590
Kyle Becker,D8AE406
Michael Arias,D981F18
David Williamson,D257EA7
Dr. Maurice Jones,D709530
Shawn Wilson,D123828
Alison Krause,DAE7BB5
Madeline Robinson,DFB00CA
Peter Jenkins,DF627F1
William Tran,D46EA2F
Jose Curtis,D0DDCE9
Thomas Valdez,D0B8C90
Nathan Vargas,DB7BD90
Susan Russell,D8D77E5
James Dixon,DA4EC71
Megan Vasquez Md,DEDF21A
Dr. Brandon Gonzalez Md,D6797AE
Gregory Pena,DD550A8
Christine Martin,DBF29A3
Tony Carroll,D34D213
Daniel Burton,DA997F4
Jessica Macdonald,D60B93D
Christian Preston,D9A6FAF
Megan Booth,D652D40
Annette Schaefer,DC1F101
Duane Johns,D00E56A
Michael Campbell,DC96787
Priscilla Sweeney,D0F08AC
Cassandra Willis,D34B372
Alexis Espinoza,D22AE78
Christian Bautista,D9B3694
Manuel Tucker,DF7F462
Adam Mccoy,D414BF9
Brittany Melendez,D7B3AF0
Brent Hill,D09B29E
Timothy Potter,D83F1D3
Betty Anderson,D783582
Dr. Jennifer Houston,D55FBC3
Danielle Miller,DE13D07
Nicholas Lee,D30EA6C
Jessica Eaton,D1BB470
Rebecca Schultz Md,DA5140A
David Keith,DC94D00
Shawn Moore,DBC124E
Andrew Bailey,D2BCB96
Ashley White,DEB68CA
Amanda Burns,D72DF1D
Cameron Vaughn,D94C130
Jacqueline Myers,DE6DCB7
Heather Gray,DA4BD49
Jennifer Lee,D373105
Pamela Williamson,D6D7973
Amanda Huynh,DE43274
Arthur Porter,D7245A2
Julie Jackson,DBE2A13
Douglas Miller,D9E4BFE
Andrea Rodriguez,D589283
Eric Mccann,D8D65D8
Dr. Tina Stone Md,D9C4A46
Amber Morrison,D239283
Madeline Lawrence,D0F9A17
Leon Gomez,DBA323E
Amanda Callahan,D330895
Terry Edwards,D4183E6
Devin James,DFE8F77
Gregory Cunningham,DD3F6E3
Jacqueline Stephens,DED3CCE
Joy Jenkins,D54D23B
Jason Bauer,D0AFFF6
Daniel Love,D1BE80A
Ariana Patton,DDE3CB1
Lisa Reid,D149756
Victoria Baldwin,DF3D30E
Alison Mills,D3951E4
Vicki Wilson,D194D2C
Dave Olsen Jr.,D413BA5
Andrew Boyle,DF9CB42
John Thomas,D8E29CD
Lori Lewis,DA2C8C8
Kathryn Ochoa,D10D19D
Duane Lucas,D6A7536
Larry King,D701620
Maria Johnson,D09EBA3
Jamie Wright,D08BEB8
Corey Mccoy,D78F49B
Samuel Shields,DAD616F
Ricky Kim,DB7E7BE
Jose Lawrence,D3ED934
Adriana Duncan,D52A385
Mary Sheppard,D5CF39A
Samantha Gray,DE2254C
Kimberly Cook,D62EF20
Mr. Jason Stein,D960091
Elizabeth Bautista,DDF91B2
Allen Leonard,DEEF40C
Christopher Howe,DDD6EAE
James Duarte,DF7CF24
Brittany Cole,D849875
Lindsey Arias,D27192E
