Doctor,Doctor_ID
Matthew Brown,D95A30B
Connor Hoffman,D32072B
John Gonzalez,D8D9DF4
John Pope,D5386BD
Ana Carter,DD442BF
Hannah Fisher,D5BC016
Ethan Perez,D407502
William Williams,DCEBBAE
Johnny Pace DDS,DE31B7D
Alexis Cooper,D87FDB0
Gary Cox,D07246F
Deanna Hudson,D868DEE
Gregory Holt,D6A2C96
Adam Pearson,D630280
Derrick Moore,D4D21DE
Matthew Castillo,D207451
Jeffrey Robinson,D26D02F
Christopher Smith,D9A3D4D
Brandon Frederick,DB9C91F
Amber Price,D7231E9
Jeffrey Forbes,DF1BAD1
Emily Murphy,DB3498C
Katherine Wiggins,D284291
Tyler Obrien,D08BC74
Ernest Cunningham,DCB1638
Reginald Anderson,D989C94
Monica Rios,D7E7639
Monica Johnson,D396AF5
Dr. Stacey Baker MD,D6463E0
Matthew Gilbert,DD2311C
Cheryl Walker,D406334
Jennifer Lopez,DE41C2D
Dustin Richardson,D6DE466
Tammy Hogan,DC0BF4D
Melissa Hansen,DAE4506
Anthony Bishop,D3B1A2C
Kim Carpenter,D2D339B
Christy Harrison,D80A723
Wesley Peterson,DD5A87A
Jill Humphrey,DD5C17A
Paul Casey,D8C996D
Anna Wu,DFB511A
Jared Scott,D079BEF
Danielle Daniels,D76F6FC
Ashley Hughes,D64C135
Lisa Campbell,D35F5FC
Monica Russell,D039235
Jeremy Donovan,D4AF3F9
Sarah Page,DC87E0C
Sydney Smith,DA1324A
Debra Sharp,D7D1BA9
Christopher Smith,D9A3D4D
Brandy Adams,D30C719
Brenda Cooke,D14C925
Chelsea Wang,D262D26
Jeff Tucker MD,D8E6405
Michael Silva,DBA0043
Amber Smith,D4A674A
Jesse Webster,DC6BDCE
David Wagner,D438A09
Shelby Diaz,DE02FE9
Autumn Miller,DBC4C75
Martha Ray,D83C4D7
Michael Vasquez,D69B36E
Daryl Andrews,D38AB0C
Kevin Rodriguez,DC9C8EF
Amanda Ingram,DB4CAE8
David Collins,D29419A
Kristi Johnson,DEEAE4E
Kara Russo,D21E9DF
Angela Santos,D348D54
David Underwood,D2A7CE4
Melinda Buck,D96A473
Mrs. Martha Marquez,DCE2898
Juan Martin,D9D8049
Susan Hoffman,D957087
Sergio White,D395DDC
Michele Miller,D855F07
Barbara Smith,D0077D4
Edwin Knight,DED2F30
Laurie Woods,D7A1D02
Chloe May,D84E613
Katherine Patel,DB3D2C1
Gregory Cameron,D09397B
Brian Moses,DF73CD3
Jeffrey Scott,D39C0FE
Andrew Wood Jr.,D640566
Jill Chang,D3E83C5
Ronald Roberts,DCAA2C5
Casey Pugh,D4732B1
Jamie Baird,D8CD3E7
Melody Klein,DE6A4C8
Rebecca Simmons,DDFC742
Jennifer Singleton,D5EF0E4
Patrick Robles,D48C773
Joseph Schultz,D89A8FB
Jimmy Brown,D8C92BF
Jacob Jones,D9A8DD0
Charles Gilmore,DAA7B28
John Allen,D1E9AA0
Joseph Hendricks,DC8152F
Angel Johnson,DF8C60B
Justin James,D2FCE97
Erica Johnson,D506D4C
Erica Gonzalez,DB3150F
Jeremiah Jackson,D42BEED
Christopher Randall,D2B02B1
Alan Austin,D2B3B56
Jack Dixon,D821D0C
Stephanie Henderson,D2D13C5
John Frazier,D18646A
John Hansen,D1060E0
Alexis Knight,D2FCDB2
Stephen Ruiz,D023C4C
Brian Barnett,D1B2CEA
Stephen Ortiz,DE023A6
Lisa Wagner,DFD37C3
Laura Villa,DA398CE
Anthony Perez,D2978B5
Shelley Poole,DA98FA2
Lisa Smith,D833FCF
Tammy Massey,D4C16DA
Emily Delgado,D964876
James Lawrence,D1A1D90
Mario Castro,DEED873
Fernando Flowers,D62D847
Gary Mitchell,D63CF13
Austin Potter,DAF3F01
Katherine Hall,DA18D27
Cassandra Walter,DC223E0
Christine Stout,D8C0C40
Richard Montoya,D99493A
Christopher Simpson,D71742E
Derek Hart,D1321C4
Nathaniel Morse,DF9F535
Hunter Collins,D7C704D
Stephanie Allen,D9FA9DC
Heidi Johnson,D5E004B
Michael Harvey,D17D766
Tammy Howard,DD9AF12
Dean Morales,D178176
Latasha Juarez,D143DD5
Erin Tate,DD88555
Jennifer Pittman,D159984
Ronald Wright,D6CD7D1
Stephen Hardy,D005C5E
Jaclyn Lopez,D5B8543
Gregory Johnson,D0FD785
Megan Kim,D4B4D8C
Madison Hansen,DB6DA78
Brian Davis,D64BE09
Melissa Parsons,D7E3F07
Gregory Turner,D273B21
Jasmine Ford,DD9A37D
April Thomas,D1AAF36
Susan Munoz,DAD056C
Cassandra Austin,D8554DD
Mathew Williams,D248851
Elizabeth Turner,D4DCDDD
Mark Mendez,DCB674A
Richard Summers,D43190A
Kimberly Allen,DDBE1A1
April Oliver,DAFA5C9
Kristin Weaver,DA427F7
Lauren Powers,D7FC777
Sandra Morris,DA8BB92
Mr. Christopher Ferguson Jr.,D0A4076
Diana Mcgrath,DF0B099
Richard Rodriguez,D00511B
Terry Moran,DAE0DC0
Jay Watson,D799BBA
Ashley Young,D590BF7
Keith Warren,DEDEF3C
Emily Walters,DA9147D
David Curtis,DD8708A
Randy Wilson,D52E21B
Gail Wright,DD290C2
Jorge Perez,D3E1296
Amanda Matthews,D3D92A2
Cody Johnson,D42B9CB
Daniel Scott,D9D8D47
Bonnie Clayton,D4A1462
Samantha Shaw,D2D0490
Paula Newman,D74205C
Teresa Lynch,DB17660
Michael Brown,D5C42D6
Lori Mack,D621E8E
William Ayala,D286EE6
James Willis,D82F0A4
Dean Jordan,D9DB08A
Sarah Nelson,DC98A2F
Henry Stewart,D9882E7
Diane White,DC32320
Bethany Payne,D36BD57
Hailey Gomez,Dec-28
Jessica Wilson,DFAAA30
Ruth Foster,DD3168A
John Smith,D611732
Anne Alvarado,D940DD8
Tonya Beck,DDC5FD2
Charles Flores,D5DBFF3
Kiara Vance,D3F0BE9
Joseph Martin,D1E52A9
Bryan Jones,D1AB245
Christopher Morris,DC2D1CA
Joshua Wilson,DF80294
John West,DB909E2
Carrie Holmes,D82C919
Matthew Snow,D1F360A
Jesse Waters,D70015D
Kristy Brown,D791174
James Padilla,D7D6A79
Samuel Allen,D9EFBE8
Kenneth Williams,D1B37E2
Jessica Reilly,DBA0294
Sarah Wolf,D18D816
Jillian Watts,D214E94
Evelyn Nichols,D92B5FE
John Cherry,D622BF3
Jessica Pearson,D506456
Tanner Gomez,DCF692F
Patricia Anderson,D1C2B45
Robin Smith,D43D291
Katherine Martinez,DD56AF2
Jessica Thompson,D366A3E
Brianna Lee,D5DAFFA
Pamela Howard,D3B948C
John Pugh,D2656B0
Grant Reyes,D3CFE58
Karen Poole,D9CDAB9
Cheryl Reid DDS,D42FFC4
Kelly Nelson,D193BD4
Stephen Steele,D402CBF
Brittany Johnson,DB78B73
Julie Little,DB28BFC
Johnathan Morgan,D5DB14C
John Bradley,D066415
Sue Sherman,DB2FB22
Timothy Miller,D4C9C71
Christopher Lane,D1A21D0
Jonathan Morrow,DD3BAD0
James Thomas,DB2E0BE
James Taylor,D5BFA41
Michelle Jones,D585A33
Jason Carrillo,DF1456D
Joseph Mcguire,D7F400E
Nicole Jefferson,D3FD9A6
Patrick Evans,D4EE631
Stacy Long,DCE12C7
Charles Hays,DC5246B
Kelly Marks,D25F503
Timothy Ruiz,DC25C90
Jane Horton,D17B270
Vanessa Hopkins DVM,D27781B
Alexander Hunt,DF93BCD
Allen Mills,D568B4F
Sabrina Wells,DC8D999
Kenneth Williams,D1B37E2
Arthur Jackson,DC5CA28
Sarah Woodward,DAA4B88
Miss Sabrina Hanson,DDC55A8
Keith Contreras,D0225DD
Christina Simon,DB0A3AA
Jackson Coleman,D213026
Alexander Williams,D466D8F
Theodore Bass,DA9D6AF
Angela Herrera,D8DB322
Janet Donaldson,DDE6702
Dr. Brenda Mueller,DDEAC3F
Marissa Mason,D593DF7
Cheyenne Wilson,D5C2EEA
Taylor Jackson,DDFD009
Carrie Avery,DE2CA88
Chad Freeman,DCF6BA1
Mark Neal,DB60407
Kenneth Bradley,D011050
James Mercado,D12C356
Erika Davis,D4C2FAE
Christopher Long,D974B88
Jeffery Molina,D9E54EC
Michael Moss,DBEDC3F
Robert Bryant,D7AE3E3
Suzanne Barrett,D59339F
Jeffrey Stephenson,D715876
Michael Kelley,D74CCAA
Jasmine White,DF2D881
Jose Simon,D0198A1
Sean Lindsey,DCFE219
Joshua Peters,D39A5BA
Ronald Haas,D0B6DDC
Eugene Allen,DF64082
Kristen Elliott,D59903D
Steven Patterson,D38E78A
Paula Delgado,D4A364E
Brian Lopez,D94010C
Brianna Hawkins,D4F70C1
Deborah Carlson,DFEB302
Mike Walker,D1D0721
Derrick Brown,DF55EDF
Anthony Joseph,DF07D14
Lori Gray,D944A1E
Karen White,DD55831
Sarah Rodriguez,DF6BA7F
Brian Keller,DC8E774
Jasmine Jones,DE5FCBC
Erin Jones,D9A79CB
Nicholas Morgan,D053B9E
Shawn Cummings,DDCCE45
Jason Ingram,D1BAD66
Kevin Thompson,DE5F788
Jeffrey Anderson,D656BD0
Joshua Walls,D48B43E
Robert Rosales,DB37E3F
Erin Patterson,D0EE985
Cassandra Webb,DE83D5D
Dawn Myers,D459064
Lori Lewis,DA2C8C8
Matthew Mann,DC4B68D
Hunter Jones,DBBDC5A
Samuel Harrison,D9CC42C
Megan Bridges,D932332
Alexandra Flores,DE1A3F6
Kevin Cruz,DE0180E
Anna Sosa,DDAC390
Elizabeth Roberts,D8E6FAA
David Smith,DA8F6A8
Philip Lewis DDS,D1AABCE
Brianna Nguyen,D1F7124
Jimmy Jacobson,D5FACE9
Rachel Hall,DE3AFF2
Ashley Clark,D0CD0C4
Dana Martinez,DBBCB1D
Jessica Becker,D6BE1CC
Jennifer Armstrong,DAD3FC0
Joanne Sanders,DC1D4AF
Carrie Ramirez,DA5709C
Jordan Thomas,D41A187
Kimberly Maynard,D227516
Alexandra Stein,D829FD9
Brian Mosley,DBB190B
Dean Henry,DE0785C
Joshua Hoover,D1F8128
Tabitha Mccall,DE6133E
Katherine Thompson,D45F1C0
Dakota Stanley,D6955AC
Michael Thompson,DE232C3
Lisa Haynes,D1F79B2
Lisa Donaldson,D10A172
Terry Miller,D3F6582
Anthony Gray,D1CF4DB
Kyle Stephenson,DA4C6D1
Robin Holmes,DF8DC9F
Shane Taylor,D2C6B66
Christopher Ward,DD33ED1
Cory Smith,DF0FD35
Albert Wright,D5CE3F1
Brandi Chen,D4C8B86
Brandi Booth,D01EF19
Mrs. Janet Butler,D72A9E9
Bobby Benjamin,D893640
Ashlee Cobb,DB125D1
Thomas Cruz,D3F2AA3
Mark Castillo,DC74909
Alexander Freeman,D717496
Amy Bailey,DAF2CC6
Hannah Deleon,DE91DC4
Connie Miller,D3E1B30
Jeffrey Rice,DE1AEC8
Sandra Lloyd,D388CEF
Derrick Morrison,D4E0519
Mark Martinez,D3F62AD
Kyle Harper,D01F2CB
Sabrina Smith,D0D333F
Joshua Fernandez,DF792CC
Karla Green,D15BF17
Melissa Boyd,D5085CE
Carolyn Lee,D13D3D7
Matthew Rivas,DC0829D
Tony Coleman,DECC403
Kelly Mann,DFD7A10
April Powell,D1B739D
Tiffany Johnson,DDE7BA8
Erin Davis,D9004C5
Michael Carrillo,D56903B
Edward Taylor,DDB8673
Anna Stephens,D33CE70
Tristan Young,D561176
Justin Copeland,D01A969
Michelle Johnson,DBC0D15
Timothy Lin,D8AD7FE
Melissa Weber,D4CEE40
Michael Williams,D77E649
Tyler Lee,D8613CF
Raymond Parsons,D249102
Shane Chavez,DE33100
Jill Scott,D92F67B
Kristen Shea,DA5DB89
Amy Martin,DB40A7C
Karen Cisneros,D75368E
Andrew Howard,DC05341
Dr. Emily Gonzalez,DDF1A9E
Kathleen Vasquez,D021875
Matthew Mendoza,DB2FC2C
Jason Gibson,D6E0B87
Andre Williams,D31D8FE
Wayne Johnson,D471179
Laurie Jones,DA15614
Kevin Kennedy,D1DBE15
Eric Cooper,DB25CCC
Scott Decker,DB2B419
Mr. Sean Hampton,DD98923
Laura Jimenez,D2EA91C
Dylan Taylor,D87495C
Deanna Burns MD,DF3BA05
Lori Cherry,DC79237
Chad Gonzalez,DE3726E
Patricia Hawkins,D50E062
Shawn Scott,D8FFCF8
Kimberly Rowland,D1FBDD5
Ian Wells,DE254AF
Jennifer Gonzalez,DD0E341
Lisa Rice,D7E8AFE
Elizabeth Allen,D662971
Nicole Solis,D4912A8
Sean Jimenez,DE7AC01
Carrie Smith,DF14A9E
Jerry Rice,DB639B6
Hannah Brown,D03D211
Christopher Wade,D9AA472
Diane Hernandez,DD1907F
Sarah Robinson,D126911
Ashley Estrada,D30387C
Mrs. Tina Rivera,D60847E
Michael Edwards,DEC45B0
Steven Thomas,DA3A780
Ethan Warren,DA57EE5
Chad Evans,D06DD05
Kelly Jordan,DB1C733
Peter Murphy,D241031
Sarah Klein,D14806A
Kevin Howell,DD93F17
Kathryn Russell,D8D31D7
Mrs. Angela Nelson,D63DE2C
Gene Barber,D4DFDBE
Laura Copeland,D2F4738
Jennifer Oneal,D27A652
Jennifer Crawford,DEDE0A2
Justin Morgan,D94E6A2
Mark Powell,DE12E0A
Charles Johnson,D6B565D
Brian Gutierrez,DE160CC
Laura Evans,D5A07AA
Erik Daniels,D72794E
Richard Thomas,D2067FC
Jonathan Hawkins,DCBA652
Heather Boyle,D432603
Julie Harrington DVM,DBF9076
Justin Cooper,DDB56AA
Kristin Turner,DC3FA49
Laurie Bradley,DC14552
Nicole Perez,DAFB1D2
David Weber,D88027D
David Waters,DA9AA58
Brittany Maxwell,DEEDBC8
Kenneth Miller,D5FFF70
Amanda Foster,D63C701
Emily Garcia,D3B3EEC
Deborah Baker,D6018B2
Rebecca Gutierrez,D952D1A
James Diaz,D81BFEB
Karen Lee,DAFC82E
Patrick Woods,DF4BB90
Brooke Hickman,DEBB390
Amanda Williams,DEFE836
Samantha Brown,DBF05A2
Anthony Aguilar,D7BBDA3
Anna Gates,D402F1A
Jennifer Brown,DC69B8D
Joel Bernard,D6DA798
Kevin Hernandez,D32EF52
John Gross,D0B928A
Steven King,D4A5CE2
Jason Booth,D22F536
James Turner,D4F5CEF
Matthew Mills,DBD9873
Michael Torres,D5FCF4C
Crystal Walker,D76205A
Kelly Gonzalez,D7E1EA8
Erica Knight,D9C5CE2
Kim Clark,DE87190
Tracy Sullivan,D6020BD
Bradley David,D0CC3C0
Ann Smith,DB88D15
Melody Miller,D38A855
Julie Baker,D3CC5D4
Janet Cole,D6B8CB7
Heidi Hill,DB5BED8
Bonnie Anderson,DEEFC39
Brent Mcdonald,DFFC62A
Denise Taylor,DC5AC57
Michelle Cummings,D503D1C
Ryan Williams,D3DD178
Jared Jones,DC2F0E9
Scott Sandoval,D0844EA
Jeffery Perkins,DA6C6FD
Carrie Mathews,D7BCAAC
Geoffrey Mclaughlin,D017437
Amy Fields,D1B43D5
Brenda Phillips,DCA105B
Garrett Kelly,D15B8A3
Rachael Johnson,D7ABBBC
Amy Hill,DA097E5
Shannon Patterson,D14CA29
Richard Boyd,DF97030
Scott Galloway,DFE05F2
Brian Larson,D721385
Richard Henry,DF9859F
David Watkins,D20B5E1
Steven Aguilar,D910748
Heather Graham,D72D938
Jeffrey Pearson,D8D375D
Brenda Hunter,D4D3E61
Stephanie Mays,DFEED25
Amanda Cummings,DA4F955
Christopher Martin,D0A5857
Monica Rodriguez,D3A74EC
Ashley Hammond,D49EDA6
Jennifer Kemp,D415C39
Ashlee Gaines,D94FB27
Patricia Lopez,D9B3B25
Gregory Duncan,D63BCE0
Daniel Figueroa,D494DAE
Christopher Cruz,DEE4AF4
Susan Oliver,D85DB38
Jonathan Williams,DA044CF
Julie Gonzalez,D136A0E
Matthew Mejia,D0DA0B9
Douglas Foster,DAD6B5B
Alicia Ortega,D7809DF
Mitchell White,D427D31
Kenneth James MD,D8376B8
Taylor Wilkins,D0C460F
Mary Lyons,DD3EFC3
Adam Jackson,DA9FF9B
James Diaz,D81BFEB
Victoria Christensen,DC918D0
Deanna Johnson,D09C356
John Campbell,D0E7C40
Christina Munoz,D8777C3
Kristina Bentley,DE395D2
Kurt Navarro,DC1F63F
Teresa Lopez,D926C8B
Edward Lynch,D82CD88
Jane Berry,DC8E98D
Amanda Carter,D56B650
Elizabeth George,D69FE5E
Charles Young,DC66CD6
Lauren Hall,DE626A4
Stacey Montgomery,D0A3946
Megan Cruz,D02FA90
Michael Wagner,DEAC77E
Julia Young,DB70D48
Sharon Marquez,D05A491
Kristina Wood,DAF0BD1
Emily Williams,D0727B7
Alexander Monroe,D32118F
Jennifer Hamilton,D9C9964
Matthew Martinez,D512B9A
Gabriel Ingram,D21C751
Donald Gonzales,D101342
Paul Proctor,D09626D
Patricia Morales,D140CFE
Allen Leon,D72FD33
Ryan Miller,DAB5DEF
Anthony Clark,DABA0E1
Samantha Reese,D6A24EE
Benjamin Cook,DDD22D8
Danny Rivas,D59EB45
Todd Chang,D810A7F
Carrie Douglas,D20A1C1
Dr. Adam Smith,D2F1AF9
Amanda Turner,DD195B3
Jason Jacobs,D98849D
Michael Melton,D8B8446
Jessica Gillespie,DDA156B
Tiffany Carson,D15A252
Brian Martin,D272D8B
Charles Kramer,D9427F6
Allison Ruiz,D94A5B6
Kevin Atkins,DB73338
Michelle Morgan,DE3D4EA
Jorge Norris,DB6737A
Katie Brown,DA66E64
Paula Davis,D53D21B
Christopher Lindsey MD,D7D6C6A
Tonya Jackson,DE15921
Susan Bailey,DB413E9
Paul Buck,DF9C033
Patricia Peters,D220014
Mary Jones,DAC99D8
Amanda Clark,DDFCB32
Carol Molina,D121CBD
Gloria Hoffman,D91B6CF
Jeanette Brown,D3D4DF9
Courtney Simon,D1A48B1
Heather Pennington,D08348D
Casey Smith,DA4E84F
Frank Chang,D59C9DD
Katie Roberts,D5DF2C8
Chad Smith,D07024B
Michael Johnson,D6539DF
John Martin,DDB27EA
Brenda Benton,D84147E
Troy Wilson,D13329D
Lisa Porter,D525F25
Willie Hamilton,DA9CFAE
Dana Andrade,DDF1070
Nicholas Cook,D4D37E1
Alan Benson,D598CAF
Stephanie Boyle,D7737B1
Kimberly French,DF995B8
Justin Lopez,DD9F269
Margaret Carroll,D81B39D
Leslie Harrell,D455621
Kristina Patterson,D62E9A5
Adriana Gates,DA8327F
Katie Gomez,D7A66B2
Leslie Jones,DD0E19B
Megan Murphy,D842F07
Stephanie Rios,DF042C4
Michael Sullivan,DCFDDA1
Ana Navarro,D4FF3B5
Stacey Vasquez,DD329AD
Teresa Bean,DD0AA4B
Rita Williams,D6EE106
Deborah Robinson DVM,D26ED6B
Kyle Jones,DE2FDBB
Dustin Richardson,D6DE466
Robert Miller,DDB21B9
Brittney Estrada,D6C952D
John Ho,DF12D32
Brooke Rodriguez,DB81F42
Lori Avery,D062015
Denise Rodriguez,D0B4308
Curtis Rivera,D1289F1
Terry Martinez,D0CF529
Lori Mosley,D9E0C1D
Mrs. Danielle Richard,D95B52F
Keith Jordan,DECABF1
Angela Sutton,D88F9AE
Curtis Porter,DEF6D78
Nathan Mccarthy,DA30D14
Jennifer Wood,D74C35E
Jason Knight,D2971BD
Tanner Williams,D1E759A
Michele Davidson,DDD56CD
Matthew Brown,D95A30B
Christopher Smith,D9A3D4D
Christian Cox,D05E6C2
Jessica King,D488FC7
Nicholas Pace,D10F174
Samuel Bennett,D130BB5
Crystal Tanner,D77AFBF
Taylor Rodgers,D2227F4
Samantha Harrison,D870E7E
Robert Cole,DE110F1
Michelle Salas,D2952A2
Audrey Dodson,D3CB21F
Lisa Clark DDS,D61C6A1
Jeffrey Barnett,DE6E631
Janet Smith,D989653
Don Sanders,D20DA62
Alan Compton,DF85A21
Mark Jackson,D6F733A
Vanessa Bauer MD,D3729D3
Michelle Bailey,D774682
Alexander Sanders,DD0A915
Michael Smith,D55D36B
Karen Ford,D94B747
Robert Hunt,D1DB937
Miss Michaela Davidson,DF595BC
Dale Love,D1FB2B4
Christian Curtis,D207C4B
Ryan Bradley,D0CC4E4
Andrea Johns,DD2B9CA
Wendy Lowe,D6C22CA
Alison Huff,D5E22C6
Daniel Mccarthy,D48DD1E
Sean Gomez,D8BF7CD
Michael Krueger,D5F1309
Jessica Mack,DDADD66
Terry White,D9E3FE7
Paul Brown,DA8BB8E
Rodney Wise Jr.,DC7252C
Christopher Mccall,D9C8FEC
Erik Richards,DB24F2B
Rachel Smith,DC34DD4
Julia Pacheco DDS,DD2A7D8
John Wilson,D357410
Pamela Cook,DC0A9DC
Karen Chavez,D7ACB8F
Pamela Peck,D492AC8
David Walls,D11BA9C
Nicole Bates,D385B43
Matthew Martin,DE7C2C1
Robert Roberts,DC52F7D
Charles Hernandez,DF49CBB
Heather Myers,D8EBA26
Veronica Ryan,DD314B5
Erica Jones,D950AB7
Kimberly Lewis,DB4EB5B
Brett Stokes,DDEB29B
Laura Frost,D097543
Ashley Nunez,D4BA6B9
Jeff Nunez,D3C69CF
Adrian Bates,D2DB54D
Ricardo Smith,DEF877D
Christopher Ellis,D260CE3
Robert Roberts,DC52F7D
Douglas Combs,DB2E626
April Hale,DEB4A9C
Carrie Taylor,D19B4FA
Carl Wall,D04D45D
Curtis Santana,DD65EC4
John Cain,D995E21
Jessica Hudson,D0FC69E
Destiny Edwards,D2B0BF2
Jamie Davis DVM,D513DAF
Terry Goodman,D782306
Michael Austin,D29F1DA
Heidi Alvarado,D8D3ED0
Michael Moore,DFFB25C
Jonathan Morales,DF7CF07
Mary Beck,D64F095
Krystal Daniels,D18EAB9
Roy Smith,D36D94A
Jordan Brown,D5454D1
Andrew Young,DF0F4EB
Elizabeth Morrow,DE5EEB7
Thomas Thompson,DC485E9
Randy Perez,D647FEB
Daniel Hart,D8651F9
Denise Harris,DCCBFAB
Laura Miller,D27666D
Cheryl Shah,D4AF241
Willie Watson,D719305
Benjamin Jones,DA85F48
Alexa Lawson,DD979B9
Jason Simmons,DA044C3
Raymond Robinson,D9AC45C
Nicole Ramsey,DAAF141
Christian Alexander,D8FBCC3
Mrs. Heather Joseph MD,DE49AA5
Justin Olson,D8ACBB8
Walter Allen,DE499BE
Jason Wise,D648E73
Cynthia Martinez,D428DA6
Deborah Cantu,D244A5F
Mackenzie Sloan,D96D1C1
Ernest Mendoza,DF21E88
Christopher Matthews,D4EAD14
Daniel Franco,DE08799
Kevin Gentry,D07887E
Andrea Boyd,D72CF54
Nicholas Bullock,D436BEB
Sarah Martinez,D60CF57
Jenna Krause,D631340
Stacey Simmons,DD43E9C
Angela Lane,DF83214
Ronald Parker,DE7F3BE
Aaron Miller,D1FA3EB
Micheal Washington,D7A5F40
Kevin Zavala,DA75E9F
Matthew Williams,D414509
Spencer York,D12B821
John Oconnor,D115841
Diane Ramsey,DCCDBB3
Jamie Lopez,D955B62
Kim Turner,D682516
David Valentine,DD8677B
Lisa Daniels,D80B0ED
Howard Price,DF326C4
Daniel Smith,D0B04C4
Christine Hunt,D59B14C
Jennifer Gill,D9A1ED3
Andres Reynolds,D19B0AE
Jay Garcia,D118564
Jennifer Oneal,D27A652
Lauren Booth,DA95E8B
Wanda Hansen,D730C0A
Shawn Thomas,D98FBFB
Daniel Gregory,D6AB7BC
Patrick Lewis,D749DF4
Jason Rivas,D9A4FC5
Justin Castillo,D9A9C08
Larry Medina,DEFDA2E
Samuel Walker,D02A48E
Ronald Sparks,D01FBD4
Tiffany Smith,DE393F4
Veronica Williams,D7BA2AA
Cassandra Estes,DCCEFCA
Gregory Robinson,DF3C41E
Yolanda Barton,DB149A7
Donna Fields,DB76E2A
Catherine Adams,DCEB59A
Paul Murray,D6C00E2
Jessica Simpson,D334D69
Mario Nichols,D2623E4
Kelly Gentry,DE0F66C
Carolyn Frost,DC5A36F
Yvonne Durham,D57533B
Derek Brown,D6E9872
Chloe Kelly,D3A01CB
Jessica Jones,D79EB98
Vincent Torres,DD330C8
Kathleen Campbell,DBE8347
Steven Patterson,D38E78A
Patrick Smith,D81443D
James Morris,DF5A43B
Willie Haley,D682E94
Alicia Wade,D7064B8
Lee Love,DBD6920
Dawn Williams,D89CC6F
Kenneth Parker,D257A36
Russell George,D9080F5
Angela Larson,DC9AF30
Amy Miller,DF9BB06
Tanya Hall,D1214EA
Julie Estrada,DC97AA6
April Gonzalez,DA3014B
Cynthia Higgins,D80C000
Nathan Trevino,DAB71FF
Stephanie Castro,D025B90
Kelly Wright,DD6753D
William Horton,DB882DC
Hannah Nelson,D4A38E5
Kathleen Ray,DDAB4A2
Dr. Kelly Brandt,D850409
Jessica Maldonado,D108C36
Alan Miller,D449BC8
Daniel Haynes,DC35E5E
Chad Small,D3FE96B
Matthew Baker,D669A28
Mark Charles,DEF4849
Cassandra Keller,D7704A0
Joseph Gonzales,DDAC132
Cody Harrison,DFA05DA
Bridget Martinez,D5A144B
Donald Williams,D2A477F
Seth Sutton,DFC9D1D
Angela Hoffman,D684ADD
Jasmine Gonzalez,DDB4DF0
Timothy Reyes,DA0601F
Beth Sanchez,D35CF01
Derek Melendez,DF2EDD7
Steven Padilla,D70EB0F
Michael Hardy,DCDC99A
Barbara Pope,DC343DC
Amanda Nunez,DB8EBF0
Holly Harris,DB3C46B
John Martin,DDB27EA
John Robbins,DA13D58
Sheila Galloway,DFED989
Casey Cain,D3BA636
Teresa Reyes,D069EA3
Carl Williams,D45B099
Michelle Sanchez,D1AAA6D
Mr. Derrick Knox,DDE2A51
Kevin Moore,DC1E634
Mr. Mark Blanchard,D75160B
Dennis Lewis,D8C3927
Chris Berry,D92D491
Daniel White,D9951D1
Michael Glenn,DB73888
Melissa Smith,DBBE705
David Pennington,DFB274E
Randy Barrett,D5ACB5A
Kristina Munoz,D6A5AE8
Karen Serrano,D3EEFE3
Alyssa Cook,DBB0CC7
Maurice Mcdowell,D6206AD
James Luna,DBB5559
Daniel Jones,DFBA6FE
Nicholas Waters,D04304C
Karen Ferrell,DDDD99D
Mathew White,D847955
Mary Lowe,DAF7EC2
Daniel Johnson,DC2048D
Michael Fisher,DF723A9
Mr. Jacob Anderson,D423ACA
Cheryl Turner,D5A6F08
George Meyer,D260F60
Samantha Solis,D9DCCE3
Elizabeth English,DF06F48
Christopher Miller,DF2AB34
Mr. Benjamin Smith,D1F8B61
Adam Gray,D74D1AA
Stephanie Rogers,D940E52
Eileen Wright,DAEF27E
Donald Harper,DAEABFC
Sophia Austin,DF095A5
Rebecca Smith DVM,DEB3B14
Cameron Mcmillan,D36472F
Shannon Mathews,D9DA63A
Amy Cox,D1049BF
Sarah Pratt,D31557C
James Baker,D67F601
Christopher Mendoza,DBE2560
Francisco Bender,D9F1EEE
James Mcguire,DCA7C57
Glenn Watkins,D9F9CA0
Valerie Reyes,DB39D3A
Felicia Coleman,D242744
Jason Ford,DC73046
John Williams,DA6CE1A
Scott Salazar,D8B404A
Annette Smith,D4E1725
Tamara Torres,D714A2E
Susan Cox,D2FECB6
Michael Tucker,DE51CC8
Emily Brown,D87FE31
Ricky Mosley,DCF1F58
Jose Richardson,DB8E624
Ryan Sanchez MD,D1CC364
Zachary Christensen,D2E8075
Miss Samantha King,D9E2268
Kathryn Tate,DE016AC
Nicholas Fernandez,DC78D2B
Douglas Smith,DAD8C3E
Darryl Martinez,D2B6FA2
Benjamin Alvarez,D4D5AF3
Jared Sullivan DDS,D4FCEB3
Wendy Moody,DC942C8
Tommy Larsen,DCFDA0C
Jennifer Lopez,DE41C2D
Timothy Kelley,D0E410F
Dustin Ross,D4F4838
James Johnson,D7FB881
Stacey Coleman,D823716
Jorge Singh,DB36B04
Leslie Walls,DDFAB0E
Mr. Daniel Gonzalez,D14F566
Alan Church,D1B7927
Austin Ramirez,D8B54FA
Brianna Giles,DE982E4
Jason Kirk,D4BFCEE
Jay Williamson,DCF2513
Lauren Brown,D00BD84
Dominique Lee,D5F7335
